test_id,applicability,applicability_predicate,applicability_evidence,decision_rule_ref,decided_by,decided_at,default_status,owner_stage
HIPAA-011,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-012,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic api; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-013,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic api; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-014,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic graphql-grpc; probe GRAPHQL_GRPC ABSENT: no GraphQL or gRPC transport implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:graphql-grpc->probe:GRAPHQL_GRPC(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-015,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic graphql-grpc; probe GRAPHQL_GRPC ABSENT: no GraphQL or gRPC transport implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:graphql-grpc->probe:GRAPHQL_GRPC(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-016,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic api; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-017,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic api; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-018,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic supply-chain; probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,topic:supply-chain->probe:SUPPLY_CHAIN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-019,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic supply-chain; probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,topic:supply-chain->probe:SUPPLY_CHAIN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-020,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic supply-chain; probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,topic:supply-chain->probe:SUPPLY_CHAIN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-021,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic supply-chain; probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,topic:supply-chain->probe:SUPPLY_CHAIN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-022,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic supply-chain; probe SUPPLY_CHAIN PRESENT: scripts/dependency-audit.sh advisory scan and CycloneDX SBOM; package-lock.json locked dependency set,topic:supply-chain->probe:SUPPLY_CHAIN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-023,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic distributable; probe ARTIFACT PRESENT: docs/release/supported-formats.md artifact formats declared and produced; .agent/verification/state/ARTIFACT_IDENTITY.json published identity with resolved digests,topic:distributable->probe:ARTIFACT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-024,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic blockchain-specific; probe BLOCKCHAIN ABSENT: no blockchain, chain, wallet, contract or on-chain implementation exists: 0 of 250 implementation file(s) under src/, ui/ and db/ import a matching module (708 import specifier(s) read) and 0 of 11 runtime dependencies match",topic:blockchain-specific->probe:BLOCKCHAIN(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-025,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic distributable; probe ARTIFACT PRESENT: docs/release/supported-formats.md artifact formats declared and produced; .agent/verification/state/ARTIFACT_IDENTITY.json published identity with resolved digests,topic:distributable->probe:ARTIFACT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-026,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic distributable; probe ARTIFACT PRESENT: docs/release/supported-formats.md artifact formats declared and produced; .agent/verification/state/ARTIFACT_IDENTITY.json published identity with resolved digests,topic:distributable->probe:ARTIFACT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-027,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic distributable; probe ARTIFACT PRESENT: docs/release/supported-formats.md artifact formats declared and produced; .agent/verification/state/ARTIFACT_IDENTITY.json published identity with resolved digests,topic:distributable->probe:ARTIFACT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-028,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic buildable; probe BUILDABLE PRESENT: scripts/build.sh build stage; scripts/build-artifact.sh declared artifact formats,topic:buildable->probe:BUILDABLE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-029,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic container; probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",topic:container->probe:CONTAINER(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
HIPAA-030,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic container; probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",topic:container->probe:CONTAINER(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-031,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic container; probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",topic:container->probe:CONTAINER(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
HIPAA-032,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic deployable; probe DEPLOYABLE PRESENT: deploy/staging/README.md staging procedure; DEPLOYMENT.md deployment contract,topic:deployable->probe:DEPLOYABLE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
HIPAA-033,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic infrastructure-as-code; probe IAC ABSENT: no infrastructure-as-code exists: 0 tracked files are terraform (.tf/.tfvars), CloudFormation templates, Ansible playbooks, Pulumi or Chef definitions, and 0 of 11 runtime dependencies provide one; the deployment surfaces this repository has are prose procedures (deploy/staging/README.md, deploy/production/README.md)",topic:infrastructure-as-code->probe:IAC(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
HIPAA-034,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic infrastructure-as-code; probe IAC ABSENT: no infrastructure-as-code exists: 0 tracked files are terraform (.tf/.tfvars), CloudFormation templates, Ansible playbooks, Pulumi or Chef definitions, and 0 of 11 runtime dependencies provide one; the deployment surfaces this repository has are prose procedures (deploy/staging/README.md, deploy/production/README.md)",topic:infrastructure-as-code->probe:IAC(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
HIPAA-035,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic container; probe CONTAINER ABSENT: no container build definition exists anywhere in the tracked tree (measured: 0 files named Dockerfile, Containerfile or docker-compose*), and the published identity records oci_image.status = BLOCKED_ON_IMPLEMENTATION; docs/release/supported-formats.md records container-format support as NOT claimed",topic:container->probe:CONTAINER(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-005
HIPAA-036,SKIPPED_NOT_APPLICABLE,conditional,"registry predicate conditional; routed by title to topic infrastructure-as-code; probe IAC ABSENT: no infrastructure-as-code exists: 0 tracked files are terraform (.tf/.tfvars), CloudFormation templates, Ansible playbooks, Pulumi or Chef definitions, and 0 of 11 runtime dependencies provide one; the deployment surfaces this repository has are prose procedures (deploy/staging/README.md, deploy/production/README.md)",topic:infrastructure-as-code->probe:IAC(absent),scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-037,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic auth; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-038,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic auth; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-039,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic auth; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-040,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic auth; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-041,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic auth; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-042,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic stateful; probe PERSISTENCE PRESENT: db/migrations 34 migration(s); src/adapters/persistence,topic:stateful->probe:PERSISTENCE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-043,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic auth; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-044,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic crypto; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings,topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-045,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic crypto; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings,topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-046,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic crypto; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings,topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-047,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic configurable; probe CONFIGURABLE PRESENT: config/environment/schema.json 43 classified key(s); config/environment/required.json required set per class and role,topic:configurable->probe:CONFIGURABLE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-048,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic keys; probe KEYS PRESENT: src/adapters/crypto/local-key-provider.ts local key provider; src/adapters/secrets/secret-resolver.ts secret resolution by reference; config/environment/schema.json declared key material and secret keys,topic:keys->probe:KEYS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-049,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic crypto; probe CRYPTO PRESENT: src/adapters/crypto/local-key-provider.ts key material and signing primitives; src/application/security/webhook-gate.ts webhook signature verification; src/adapters/persistence/webhook-bindings.ts stored webhook bindings,topic:crypto->probe:CRYPTO,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-050,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic input-validation; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:input-validation->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-051,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-052,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic output-encoding; probe INTERFACE PRESENT: ui/src/routes 27 rendered route module(s); src/http/routes,topic:output-encoding->probe:INTERFACE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-053,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-054,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-055,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-056,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic api; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-057,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic api; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-058,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic secrets; probe SECRETS PRESENT: src/adapters/secrets/secret-resolver.ts resolution by reference; src/adapters/crypto/local-key-provider.ts local key material provider,topic:secrets->probe:SECRETS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-059,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic secret-scan; probe SECRET_SCAN PRESENT: scripts/secret-scan.sh planted-shape secret scan,topic:secret-scan->probe:SECRET_SCAN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-060,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic secret-scan; probe SECRET_SCAN PRESENT: scripts/secret-scan.sh planted-shape secret scan,topic:secret-scan->probe:SECRET_SCAN,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-061,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic keys; probe KEYS PRESENT: src/adapters/crypto/local-key-provider.ts local key provider; src/adapters/secrets/secret-resolver.ts secret resolution by reference; config/environment/schema.json declared key material and secret keys,topic:keys->probe:KEYS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-062,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic secrets; probe SECRETS PRESENT: src/adapters/secrets/secret-resolver.ts resolution by reference; src/adapters/crypto/local-key-provider.ts local key material provider,topic:secrets->probe:SECRETS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-063,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-064,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-065,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-066,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic api; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:api->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-067,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic dynamic-analysis; probe DYNAMIC_TESTING PRESENT: scripts/induced-failure-readiness.sh induced failure across every declared dependency; scripts/gate-observability.sh observability gate that runs the induced-failure stage; tests/db integration suites against a provisioned database,topic:dynamic-analysis->probe:DYNAMIC_TESTING,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-068,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic observability; probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s),topic:observability->probe:OBSERVABILITY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-069,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic stateful; probe PERSISTENCE PRESENT: db/migrations 34 migration(s); src/adapters/persistence,topic:stateful->probe:PERSISTENCE,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-070,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic concurrency; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:concurrency->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-071,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic concurrency; probe API PRESENT: src/http/routes 19 route module(s); src/http/openapi/registry.ts declared route registry,topic:concurrency->probe:API,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-072,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic auth; probe AUTH PRESENT: src/http/plugins/scope-guard.ts scope and role gate; src/http/plugins/step-up.ts step-up gate; src/application/security/authorization-matrix.ts DENY-by-default matrix,topic:auth->probe:AUTH,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-073,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic architecture-review; probe ARCH_DOCS PRESENT: ARCHITECTURE.md declared component structure; DECISIONS.md recorded decisions and open ADRs; ASSUMPTIONS.md declared assumptions,topic:architecture-review->probe:ARCH_DOCS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-074,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic architecture-review; probe ARCH_DOCS PRESENT: ARCHITECTURE.md declared component structure; DECISIONS.md recorded decisions and open ADRs; ASSUMPTIONS.md declared assumptions,topic:architecture-review->probe:ARCH_DOCS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-075,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic architecture-review; probe ARCH_DOCS PRESENT: ARCHITECTURE.md declared component structure; DECISIONS.md recorded decisions and open ADRs; ASSUMPTIONS.md declared assumptions,topic:architecture-review->probe:ARCH_DOCS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-004
HIPAA-076,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic observability; probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s),topic:observability->probe:OBSERVABILITY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-019
HIPAA-077,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic audit-integrity; probe AUDIT PRESENT: src/adapters/persistence 2 audit-path module(s); config/alerts/catalogue.json audit-related alert rows,topic:audit-integrity->probe:AUDIT,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-078,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic observability; probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s),topic:observability->probe:OBSERVABILITY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-019
HIPAA-079,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic siem-correlation; probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s),topic:siem-correlation->probe:OBSERVABILITY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-080,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic siem-correlation; probe OBSERVABILITY PRESENT: config/metrics/catalogue.json 42 metric families; config/alerts/catalogue.json 20 alert rows; config/slo/objectives.json 5 objective(s),topic:siem-correlation->probe:OBSERVABILITY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-019
HIPAA-081,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic data-protection; probe PRIVACY PRESENT: DATA_EGRESS_MATRIX.md declared egress classes; config/observability/retention.json retention windows; SECURITY.md data handling rules,topic:data-protection->probe:PRIVACY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-082,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic data-protection; probe PRIVACY PRESENT: DATA_EGRESS_MATRIX.md declared egress classes; config/observability/retention.json retention windows; SECURITY.md data handling rules,topic:data-protection->probe:PRIVACY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-083,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic egress; probe EGRESS PRESENT: src/adapters/observability/egress-gate.ts DLP-scrubbed egress boundary; DATA_EGRESS_MATRIX.md declared egress classes,topic:egress->probe:EGRESS,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
HIPAA-084,APPLICABLE_AUTOMATABLE,conditional,registry predicate conditional; routed by title to topic privacy; probe PRIVACY PRESENT: DATA_EGRESS_MATRIX.md declared egress classes; config/observability/retention.json retention windows; SECURITY.md data handling rules,topic:privacy->probe:PRIVACY,scripts/applicability-decide.sh,2026-09-20T01:00:58.989Z,PLANNED,V-013
